fiscal_year,fiscal_period,cik,filed,rd_expense,z_score,symbol
2019.0,Q1,713425,2018-09-10,6182000,-0.25273922266242393,AMSWA
2019.0,Q1,719733,2018-11-08,3210000,-0.25612380011482416,KTCC
2019.0,Q1,720500,2019-02-07,4419000,-0.254746964939874,ASYS
2019.0,Q1,722572,2018-11-14,1704196,-0.2578386420617064,FKWL
2019.0,Q1,723125,2018-12-19,1059000000,0.9462325351710565,MU
2019.0,Q1,732026,2018-11-13,256000,-0.25948787878050056,TRT
2019.0,Q1,736012,2019-05-14,485000,-0.25922708866051414,INTZ
2019.0,Q1,746210,2019-05-15,463000,-0.2592521427331766,OBLG
2019.0,Q1,746838,2019-05-03,17500000,-0.23985004109907743,UIS
2019.0,Q1,751978,2019-04-30,22346000,-0.2343313121844302,VICR
2019.0,Q1,771266,2019-05-09,9418369,-0.24905357611294643,KOPN
2019.0,Q1,779152,2018-11-08,44955000,-0.20858369723782294,JKHY
2019.0,Q1,780571,2019-05-08,110774000,-0.13362760593919218,ITRI
2019.0,Q1,789019,2018-10-24,7551000000,8.339461613563481,MSFT
2019.0,Q1,793524,2019-05-14,448579,-0.2592685656778068,REFR
2019.0,Q1,804328,2019-01-30,2689000000,2.802511555161761,QCOM
2019.0,Q1,807863,2019-02-08,7768000,-0.2509330517877581,MITK
2019.0,Q1,808326,2019-02-06,7819000,-0.2508749718920406,EMKR
2019.0,Q1,810136,2019-03-08,8367000,-0.25025089771844866,PLAB
2019.0,Q1,814547,2019-01-30,64400000,-0.18643931346867004,FICO
2019.0,Q1,816761,2019-05-06,153000000,-0.08553972992807103,TDC
2019.0,Q1,817720,2018-11-08,177100000,-0.05809413214784038,SYNA
2019.0,Q1,820318,2018-11-08,58745000,-0.19287934896440465,COHR
2019.0,Q1,833640,2019-04-25,35427000,-0.21943438834363363,POWI
2019.0,Q1,840715,2019-05-17,3643000,-0.25563069041196773,CLRO
2019.0,Q1,843006,2019-05-02,635000,-0.25905626543781557,ISDR
2019.0,Q1,849399,2018-11-16,470000000,0.27546668070815794,GEN
2019.0,Q1,851205,2019-04-29,61318000,-0.18994916128438252,CGNX
2019.0,Q1,851310,2019-05-06,44858000,-0.20869416292183465,HLIT
2019.0,Q1,855658,2019-05-03,42606000,-0.21125878890528194,LSCC
2019.0,Q1,857005,2019-02-07,124754000,-0.11770688158368908,PTC
2019.0,Q1,858877,2018-11-20,3175000000,3.3559787967050014,CSCO
2019.0,Q1,864749,2019-05-07,227500000,-0.0006975293211339424,TRMB
2019.0,Q1,867773,2019-05-10,34045000,-0.22100823963542943,SPWR
2019.0,Q1,877212,2019-04-30,212000000,-0.018349262333315484,ZBRA
2019.0,Q1,882508,2019-05-09,5941000,-0.2530136786402262,QUIK
2019.0,Q1,883241,2019-02-25,535737000,0.35032938864504687,SNPS
2019.0,Q1,884144,2019-05-10,3774000,-0.25548150479747767,ASUR
2019.0,Q1,889331,2019-05-01,43949000,-0.20972935165138776,LFUS
2019.0,Q1,890394,2019-05-15,2204000,-0.25726945452838895,PRSO
2019.0,Q1,895419,2018-10-17,87824000,-0.15976355901206743,WOLF
2019.0,Q1,896878,2018-11-20,587000000,0.40870879441301217,INTU
2019.0,Q1,897723,2019-02-07,14052000,-0.2437766975781743,SANM
2019.0,Q1,898293,2019-01-09,20252000,-0.2367160043733017,JBL
2019.0,Q1,909494,2019-05-08,4618000,-0.25452033946442726,TCX
2019.0,Q1,910638,2019-05-07,47785000,-0.205360832436244,DDD
2019.0,Q1,912093,2018-11-07,71700000,-0.17812591663067487,VIAV
2019.0,Q1,913142,2019-05-06,120721000,-0.12229974863131025,BDC
2019.0,Q1,915779,2018-08-24,18339000,-0.23889456987345029,DAKT
2019.0,Q1,917273,2019-05-03,80736000,-0.16783552569531535,RMBS
2019.0,Q1,917491,2019-05-01,19341000,-0.23775347074582412,FARO
2019.0,Q1,924383,2019-02-12,1826412,-0.2576994598551376,GNSS
2019.0,Q1,926282,2019-05-07,64496000,-0.18632998660614297,ADTN
2019.0,Q1,936395,2019-03-11,247157000,0.021688284602766224,CIEN
2019.0,Q1,944075,2019-05-10,1840483,-0.25768343549802697,SCKT
2019.0,Q1,944480,2019-05-15,569000,-0.25913142765580294,GVP
2019.0,Q1,948708,2019-05-15,4937000,-0.25415705541082173,SMSI
2019.0,Q1,1002047,2018-08-21,401000000,0.19688799826683365,NTAP
2019.0,Q1,1005284,2019-05-02,28186000,-0.22768059471403407,OLED
2019.0,Q1,1005757,2019-05-03,61970000,-0.18920664967638623,CSGS
2019.0,Q1,1007587,2019-05-02,7802000,-0.2508943318572798,KVHI
2019.0,Q1,1013462,2019-05-02,128268000,-0.11370506288660483,ANSS
2019.0,Q1,1013857,2019-05-07,97381000,-0.14887984208320168,PEGA
2019.0,Q1,1014473,2019-04-25,31507000,-0.22389856856348858,VRSN
2019.0,Q1,1015739,2019-05-03,3635000,-0.255639800983845,AWRE
2019.0,Q1,1017303,2019-05-10,2386000,-0.2570621890181814,TACT
2019.0,Q1,1022652,2019-05-09,8461000,-0.2501438484988909,INSG
2019.0,Q1,1036262,2019-05-15,2580000,-0.256841257650158,INTT
2019.0,Q1,1038074,2019-05-03,116394000,-0.12722742919542054,SLAB
2019.0,Q1,1039065,2018-10-26,28853000,-0.22692100078376792,OSIS
2019.0,Q1,1039280,2018-11-13,1494365,-0.25807760211265346,NTWK
2019.0,Q1,1039399,2019-05-07,37769000,-0.21676726842656724,FORM
2019.0,Q1,1040161,2019-05-10,10935000,-0.24732640414584978,PXLW
2019.0,Q1,1040470,2018-10-12,2071000,-0.2574209177858483,AEHR
2019.0,Q1,1040896,2019-05-10,1440033,-0.25813947656155783,IDN
2019.0,Q1,1043604,2019-05-09,497000000,0.30621486079389354,JNPR
2019.0,Q1,1044777,2019-05-07,16292000,-0.24122573745254292,OSPN
2019.0,Q1,1047127,2019-05-03,76683000,-0.17245116917262965,AMKR
2019.0,Q1,1048695,2019-02-01,177927000,-0.05715232678002914,FFIV
2019.0,Q1,1049502,2019-05-08,73790000,-0.175745779727742,MKSI
2019.0,Q1,1050446,2019-04-30,51775000,-0.20081693471246306,MSTR
2019.0,Q1,1051627,2019-05-08,2766000,-0.2566294368540118,AXTI
2019.0,Q1,1056696,2019-04-25,38272000,-0.21619444121978484,MANH
2019.0,Q1,1058811,2019-05-10,5122000,-0.2539463734361602,IMMR
2019.0,Q1,1066194,2018-11-09,6990000,-0.25181905490282114,EGAN
2019.0,Q1,1066923,2019-09-30,24469,-0.25975155125766464,FTFT
2019.0,Q1,1074828,2019-02-12,294710,-0.2594437950008295,KNW
2019.0,Q1,1076930,2019-05-07,25986000,-0.2301860019802792,NOVT
2019.0,Q1,1078271,2018-11-02,85526000,-0.16238057078380894,EXTR
2019.0,Q1,1081745,2019-05-15,222533,-0.25952599171912755,INLX
2019.0,Q1,1082324,2019-05-10,1941000,-0.2575689645788537,VHC
2019.0,Q1,1085243,2019-05-13,723185,-0.2589558384651911,VTSI
2019.0,Q1,1086222,2019-05-09,131206000,-0.11035920536468294,AKAM
2019.0,Q1,1092699,2019-04-26,11324000,-0.24688340258831826,SPSC
2019.0,Q1,1101302,2019-04-25,56577000,-0.19534831394314076,ENTG
2019.0,Q1,1101680,2019-05-10,19161000,-0.23795845861306233,DZSI
2019.0,Q1,1102993,2019-05-07,31425000,-0.22399195192523044,LPSN
2019.0,Q1,1107843,2019-05-03,28390000,-0.22744827513116406,QLYS
2019.0,Q1,1111928,2019-05-08,61042000,-0.1902634760141478,IPGP
2019.0,Q1,1113232,2019-05-08,25918000,-0.23026344184123584,ACLS
2019.0,Q1,1114925,2018-10-26,4519000,-0.2546330827914083,LTRX
2019.0,Q1,1114995,2019-04-29,16564000,-0.24091597800871625,PI
2019.0,Q1,1120914,2019-05-07,15491000,-0.24213793346175308,PDFS
2019.0,Q1,1121788,2019-05-01,287876000,0.06805995663650946,GRMN
2019.0,Q1,1122904,2019-05-03,40023000,-0.21420036480015064,NTGR
2019.0,Q1,1124796,2019-05-09,10705000,-0.24758833308732087,LASR
2019.0,Q1,1131554,2019-05-10,40586000,-0.21355920830428882,SNCR
2019.0,Q1,1137789,2018-11-02,529000000,0.3426571483029135,STX
2019.0,Q1,1138639,2019-05-09,132341000,-0.10906664297959738,INFN
2019.0,Q1,1158114,2019-05-09,22921000,-0.2336764898307525,AAOI
2019.0,Q1,1166388,2019-06-06,109321000,-0.1352823135563986,VRNT
2019.0,Q1,1173489,2019-05-10,24346000,-0.23205366921511647,CEVA
2019.0,Q1,1178697,2019-06-24,13542000,-0.24435749653534933,SONM
2019.0,Q1,1211805,2019-05-13,557000,-0.2591450935136188,MYSZ
2019.0,Q1,1239819,2019-05-13,2337485,-0.25711743894250955,LUNA
2019.0,Q1,1262039,2019-05-08,127700000,-0.11435191348988993,FTNT
2019.0,Q1,1272842,2019-05-10,4607438,-0.2545323676969482,AIRG
2019.0,Q1,1274494,2019-05-03,42201000,-0.21172001160656798,FSLR
2019.0,Q1,1275014,2019-05-08,6460000,-0.2524226302896893,UCTT
2019.0,Q1,1280058,2019-05-03,54419000,-0.1978058907070303,BLKB
2019.0,Q1,1288847,2019-05-01,18318000,-0.2389184851246281,FIVN
2019.0,Q1,1313275,2019-04-24,15169000,-0.2425046339798126,BCOV
2019.0,Q1,1314727,2019-02-07,70624000,-0.17935128854816565,SONO
2019.0,Q1,1325702,2019-05-10,39598000,-0.21468436393112983,MX
2019.0,Q1,1327567,2018-11-30,207600000,-0.02336007686580573,PANW
2019.0,Q1,1333822,2019-01-11,518000,-0.2591895075515204,LEDS
2019.0,Q1,1341439,2018-09-19,3136000000,3.3115647588033834,ORCL
2019.0,Q1,1350102,2019-05-29,1662098,-0.25788658416856747,ASTI
2019.0,Q1,1351636,2019-05-09,2530000,-0.2568981987243908,SSTI
2019.0,Q1,1355839,2019-04-30,3498161,-0.2557956361769839,PALT
2019.0,Q1,1356093,2019-05-09,694000,-0.25898907497022083,CREX
2019.0,Q1,1361113,2019-04-30,34310000,-0.22070645194199537,VRNS
2019.0,Q1,1362190,2019-05-14,264920,-0.2594777204928574,AEYE
2019.0,Q1,1373715,2019-05-03,289790000,0.07023966095814271,NOW
2019.0,Q1,1375365,2019-12-19,83662000,-0.16450333403120934,SMCI
2019.0,Q1,1377789,2018-11-13,9735000,-0.24869298992743805,AVNW
2019.0,Q1,1378590,2019-02-14,825000,-0.25883988935573077,BLIN
2019.0,Q1,1384905,2019-05-10,52438000,-0.20006189606813557,RNG
2019.0,Q1,1387467,2018-11-05,19709000,-0.23733438443947039,AOSL
2019.0,Q1,1389002,2019-05-10,11050000,-0.24719543967511426,MRIN
2019.0,Q1,1391127,2019-04-18,12240000,-0.24584024210837258,EGIO
2019.0,Q1,1393883,2019-05-02,9659000,-0.24877954036027197,DHX
2019.0,Q1,1394056,2019-05-09,2234595,-0.2572346122850659,OSS
2019.0,Q1,1402436,2019-05-08,133700000,-0.1075189845819487,SSNC
2019.0,Q1,1404655,2019-05-07,61529000,-0.18970886995111994,HUBS
2019.0,Q1,1405495,2019-05-02,34669000,-0.22029761502900355,IDCC
2019.0,Q1,1406666,2019-05-01,44866000,-0.2086850523499574,CALX
2019.0,Q1,1410384,2019-05-08,28814000,-0.22696541482166954,QTWO
2019.0,Q1,1415404,2019-05-08,14025000,-0.24380744575826005,SATS
2019.0,Q1,1419275,2020-04-08,161743,-0.2595952206771798,RVYL
2019.0,Q1,1419612,2019-05-10,44074000,-0.20958699896580565,SEDG
2019.0,Q1,1420520,2019-05-08,3817000,-0.2554325354736374,ATOM
2019.0,Q1,1425627,2020-01-13,8855,-0.2597693328163261,SOBR
2019.0,Q1,1433195,2019-05-02,13814000,-0.24404773709152264,APPF
2019.0,Q1,1435064,2019-02-19,528734,-0.25917728344170415,CETX
2019.0,Q1,1438231,2019-05-02,7985000,-0.25068592752558755,DMRC
2019.0,Q1,1438423,2019-05-09,10478000,-0.24784684556433798,MRAM
2019.0,Q1,1441683,2019-05-02,23826000,-0.23264585638713803,APPN
2019.0,Q1,1445305,2019-05-01,42138000,-0.21179175736010136,WK
2019.0,Q1,1447669,2019-05-09,115431000,-0.12832411428514512,TWLO
2019.0,Q1,1459200,2019-05-09,46873000,-0.20639943763025106,ALRM
2019.0,Q1,1463101,2019-04-30,16144000,-0.24139428303227214,ENPH
2019.0,Q1,1463972,2019-05-09,4571887,-0.25457285393954926,VUZI
2019.0,Q1,1467623,2019-05-10,528500000,0.3420877375605851,DBX
2019.0,Q1,1469367,2019-05-08,9370000,-0.2491086597693378,RUN
2019.0,Q1,1475115,2019-05-01,23098000,-0.23347491842796825,EB
2019.0,Q1,1477294,2019-05-01,71097000,-0.17881262598592296,ST
2019.0,Q1,1493594,2019-02-06,85176000,-0.16277915830343884,MTSI
2019.0,Q1,1493761,2019-05-08,2785000,-0.2566077992458033,HEAR
2019.0,Q1,1500435,2019-05-10,88443000,-0.15905862851306482,GPRO
2019.0,Q1,1505155,2019-05-03,11289000,-0.24692326134028125,UPLD
2019.0,Q1,1511737,2018-11-09,35150000,-0.21974984189488359,UI
2019.0,Q1,1512673,2019-05-01,258654000,0.0347813152118663,SQ
2019.0,Q1,1514416,2019-05-03,11498000,-0.24668524764998798,BAND
2019.0,Q1,1517228,2019-05-09,100100000,-0.14578338646641964,COMM
2019.0,Q1,1518461,2019-05-14,24764,-0.2597512153053267,AMPG
2019.0,Q1,1528396,2018-12-06,81207000,-0.16729914077604197,GWRE
2019.0,Q1,1534154,2019-05-07,9727,-0.25976833976399144,AUID
2019.0,Q1,1543151,2019-06-04,749000000,0.5931978749274257,UBER
2019.0,Q1,1560327,2019-05-03,34587000,-0.2203909983907454,RPD
2019.0,Q1,1565228,2019-05-15,3368000,-0.25594386632024835,VISL
2019.0,Q1,1566610,2019-05-15,694000,-0.25898907497022083,VERB
2019.0,Q1,1575793,2019-05-10,15522230,-0.24210236806678723,WATT
2019.0,Q1,1580808,2019-05-08,34963000,-0.21996280151251443,ATEN
2019.0,Q1,1584754,2018-11-05,7410547,-0.25134012694391317,AKTS
2019.0,Q1,1587523,2019-04-30,49500000,-0.20340775359005744,KN
2019.0,Q1,1590418,2019-05-15,113022,-0.2596507051987338,FCUV
2019.0,Q1,1590955,2019-05-02,29739000,-0.22591200494836194,PAYC
2019.0,Q1,1591698,2018-11-02,20295000,-0.23666703504946146,PCTY
2019.0,Q1,1596532,2019-05-06,222031000,-0.006925744020722385,ANET
2019.0,Q1,1601046,2019-03-05,323000000,0.1080599224635975,KEYS
2019.0,Q1,1615165,2019-05-09,11466000,-0.246721689937497,VERI
2019.0,Q1,1616533,2019-01-08,20366000,-0.23658617872405083,SGH
2019.0,Q1,1618732,2018-12-10,175043000,-0.06043668794177957,NTNX
2019.0,Q1,1624512,2019-05-15,328501,-0.2594053130840414,BOXL
2019.0,Q1,1631282,2018-11-14,271309,-0.25947044456239193,DTSS
2019.0,Q1,1633978,2018-11-01,70900000,-0.17903697381840036,LITE
2019.0,Q1,1645590,2019-03-05,855000000,0.7139129523010543,HPE
2019.0,Q1,1646188,2019-05-10,1798600,-0.25773113275826887,ONDS
2019.0,Q1,1652535,2019-05-08,4843000,-0.25426410463037946,ICHR
2019.0,Q1,1659166,2019-04-25,208900000,-0.021879608935751794,FTV
2019.0,Q1,1660280,2019-05-09,39120000,-0.21522872060079581,TENB
2019.0,Q1,1662684,2019-05-14,232876,-0.25951421288851173,KULR
2019.0,Q1,1665300,2019-05-15,3609000,-0.25566941034244606,PHUN
2019.0,Q1,1666134,2019-05-09,17236000,-0.24015068997102682,BL
2019.0,Q1,1671933,2019-05-09,43013000,-0.21079528856102658,TTD
2019.0,Q1,1677703,2019-05-09,5000000,-0.2540853096572883,CNDT
2019.0,Q1,1680062,2019-05-14,4306000,-0.2548756517676402,ACMR
2019.0,Q1,1682149,2019-05-15,2966000,-0.2564016725570804,WISA
2019.0,Q1,1701732,2019-05-09,50219000,-0.20258894094258917,ALTR
2019.0,Q1,1702924,2019-05-03,470804,-0.2592432553703103,WRAP
2019.0,Q1,1713683,2018-12-06,21995000,-0.23473103852554478,ZS
2019.0,Q1,1730168,2019-03-15,2058000000,2.083915198343273,AVGO
2019.0,Q1,1739942,2019-05-10,49941000,-0.20290553331532377,SWI
2019.0,Q1,1758009,2019-05-14,169623,-0.25958624676388076,QUBT
2019.0,Q1,1759509,2019-05-14,694152000,0.5307357941369655,LYFT
2019.0,Q2,2488,2019-07-31,2176000000,0.5867706208391817,AMD
2019.0,Q2,4127,2019-05-03,635600000,-0.011243126673820934,SWKS
2019.0,Q2,6281,2019-05-22,1726615000,0.41231047547036154,ADI
2019.0,Q2,6951,2019-05-23,3039000000,0.921804290083353,AMAT
2019.0,Q2,21535,2019-08-07,100826000,-0.21885297074842397,COHU
2019.0,Q2,23197,2019-03-06,81796000,-0.22624079314207005,CMTL
2019.0,Q2,26058,2019-07-25,38764000,-0.2429466666703611,CTS
2019.0,Q2,28823,2019-07-30,232000000,-0.16792862946286785,DBD
2019.0,Q2,29002,2019-08-05,129884000,-0.20757208041134734,DIOD
2019.0,Q2,39020,2018-12-14,9962000,-0.2541281727440235,FEIM
2019.0,Q2,47217,2019-05-30,2109000000,0.5607598956487304,HPQ
2019.0,Q2,50863,2019-07-26,20261000000,7.607725323366222,INTC
2019.0,Q2,51143,2019-07-30,8380000000,2.99528612951918,IBM
2019.0,Q2,56978,2019-05-03,176521000,-0.18946667457989844,KLIC
2019.0,Q2,65770,2019-07-19,36073000,-0.24399136609554775,MVIS
2019.0,Q2,68505,2019-08-02,979000000,0.12207154542171603,MSI
2019.0,Q2,70866,2019-08-02,379000000,-0.11086032195545979,VYX
2019.0,Q2,78749,2018-10-26,47641000,-0.23950043969251578,AGYS
2019.0,Q2,84748,2019-08-01,48929000,-0.23900041261721278,ROG
2019.0,Q2,87050,2019-08-14,8405000,-0.25473263093986726,NEON
2019.0,Q2,97476,2019-07-31,2322000000,0.6434507085676279,TXN
2019.0,Q2,101984,2019-08-08,39286000,-0.24274401594574296,UEIC
2019.0,Q2,103145,2019-08-05,143364000,-0.20233887779094012,VECO
2019.0,Q2,317788,2018-11-05,15039000,-0.2521571809262336,APPS
2019.0,Q2,319201,2019-01-29,945423000,0.1090362899035103,KLAC
2019.0,Q2,320193,2019-05-01,21961000000,8.267698947601554,AAPL
2019.0,Q2,320340,2019-08-05,5291000,-0.2559415473315548,CCRD
2019.0,Q2,350868,2018-11-06,11402000,-0.25356913626231825,ITI
2019.0,Q2,351789,2019-08-12,1296000,-0.2574924853485078,ELSE
2019.0,Q2,351998,2019-08-14,10610000,-0.2538766063272561,DAIO
2019.0,Q2,356037,2019-05-08,4523000,-0.2562397001217976,CSPI
2019.0,Q2,704532,2019-07-31,76367000,-0.22834843832205454,ONTO
2019.0,Q2,707549,2019-01-30,1700484000,0.40216590442630656,LRCX
2019.0,Q2,708821,2019-08-07,17822000,-0.25107676528138245,PAR
2019.0,Q2,709283,2019-08-23,54970000,-0.2366551769325036,QMCO
2019.0,Q2,713425,2018-12-07,18133000,-0.2509560289301253,AMSWA
2019.0,Q2,719733,2019-02-07,9914000,-0.25414680729341366,KTCC
2019.0,Q2,720500,2019-05-09,4523000,-0.2562397001217976,ASYS
2019.0,Q2,722572,2019-02-14,5034594,-0.2560410892121993,FKWL
2019.0,Q2,723125,2019-03-21,3307000000,1.025847190845158,MU
2019.0,Q2,724004,2018-10-31,5444000,-0.2558821497053736,MLAB
2019.0,Q2,724910,2018-10-15,5899685,-0.25570524377539733,NVEC
2019.0,Q2,732026,2019-02-13,736000,-0.25770988842472653,TRT
2019.0,Q2,736012,2019-08-13,1476000,-0.2574226057882947,INTZ
2019.0,Q2,746210,2019-08-14,1411000,-0.2574478400739272,OBLG
2019.0,Q2,746838,2019-07-30,44300000,-0.2407974819740277,UIS
2019.0,Q2,751978,2019-07-31,68564000,-0.2313777172572947,VICR
2019.0,Q2,771266,2019-08-08,25131085,-0.2482392339182683,KOPN
2019.0,Q2,772406,2018-11-01,554957000,-0.042550334308650246,CRUS
2019.0,Q2,779152,2019-02-07,137763000,-0.20451329677290606,JKHY
2019.0,Q2,780571,2019-08-06,319222000,-0.13406732390224782,ITRI
2019.0,Q2,789019,2019-01-30,22699000000,8.55420514447548,MSFT
2019.0,Q2,793524,2019-08-08,1578189,-0.25738293399730233,REFR
2019.0,Q2,797721,2018-11-07,233694000,-0.16727098515730632,VSAT
2019.0,Q2,804328,2019-05-01,8109000000,2.890078569420489,QCOM
2019.0,Q2,806172,2018-10-15,1898758,-0.25725848277098023,SOTK
2019.0,Q2,807863,2019-05-07,25350000,-0.24815424678535683,MITK
2019.0,Q2,808326,2019-05-08,23139000,-0.24901260071664172,EMKR
2019.0,Q2,810136,2019-06-05,23085000,-0.24903356458470566,PLAB
2019.0,Q2,814547,2019-04-30,204806000,-0.1784858781319594,FICO
2019.0,Q2,816761,2019-08-06,469000000,-0.07592054184888342,TDC
2019.0,Q2,817720,2019-02-07,530000000,-0.052239135332203875,SYNA
2019.0,Q2,820318,2019-02-08,181832000,-0.18740483933383145,COHR
2019.0,Q2,827054,2018-11-07,1013300000,0.13538748384011123,MCHP
2019.0,Q2,833640,2019-07-25,109761000,-0.21538422702339885,POWI
2019.0,Q2,840715,2019-08-14,10097000,-0.2540757630738636,CLRO
2019.0,Q2,843006,2019-08-01,1891000,-0.25726149458002545,ISDR
2019.0,Q2,849399,2018-11-16,1414000000,0.29094714927016846,GEN
2019.0,Q2,851205,2019-07-29,171252000,-0.19151220459524898,CGNX
2019.0,Q2,851310,2019-08-05,130568000,-0.20730653808253735,HLIT
2019.0,Q2,855658,2019-08-02,123522000,-0.21004193464510332,LSCC
2019.0,Q2,857005,2019-05-09,371952000,-0.11359649495758369,PTC
2019.0,Q2,858877,2019-02-19,9387000000,3.386223446933873,CSCO
2019.0,Q2,864749,2019-08-02,686900000,0.008672547986927598,TRMB
2019.0,Q2,867773,2019-08-01,132913000,-0.20639616270087155,SPWR
2019.0,Q2,877212,2019-07-30,646000000,-0.007205640972616554,ZBRA
2019.0,Q2,882508,2019-08-09,17103000,-0.2513558953024561,QUIK
2019.0,Q2,883241,2019-05-24,1620603000,0.37115452026304624,SNPS
2019.0,Q2,884144,2019-08-09,10646000,-0.2538626304152135,ASUR
2019.0,Q2,889331,2019-07-31,132361000,-0.20661046001885858,LFUS
2019.0,Q2,890394,2019-08-13,6146000,-0.25560961942054233,PRSO
2019.0,Q2,895419,2019-01-31,265738000,-0.15483087056024927,WOLF
2019.0,Q2,896878,2019-02-22,1749000000,0.4210007752224249,INTU
2019.0,Q2,897723,2019-05-02,45692000,-0.24025708004171265,SANM
2019.0,Q2,898293,2019-04-04,57250000,-0.23577003583647033,JBL
2019.0,Q2,909494,2019-08-07,14832000,-0.25223754242047874,TCX
2019.0,Q2,910638,2019-08-07,134831000,-0.20565155716482253,DDD
2019.0,Q2,912093,2019-02-06,223300000,-0.17130614153983692,VIAV
2019.0,Q2,913142,2019-08-05,215741000,-0.17424069484901036,BDC
2019.0,Q2,915779,2018-11-26,54313000,-0.2369102373272816,DAKT
2019.0,Q2,917273,2019-08-02,231908000,-0.16796434568253235,RMBS
2019.0,Q2,917491,2019-07-24,57489000,-0.2356772513092984,FARO
2019.0,Q2,923601,2018-11-14,195000,-0.2579199153251449,MICS
2019.0,Q2,924383,2019-05-07,6213770,-0.25558330976612204,GNSS
2019.0,Q2,926282,2019-09-20,190082000,-0.18420202615739528,ADTN
2019.0,Q2,936395,2019-06-12,756943000,0.03586462596476014,CIEN
2019.0,Q2,944075,2019-08-14,5669582,-0.2557945743111958,SCKT
2019.0,Q2,944480,2019-08-14,1259000,-0.2575068494803294,GVP
2019.0,Q2,948708,2019-08-02,14813000,-0.252244918596279,SMSI
2019.0,Q2,1002047,2018-11-19,1211000000,0.21213853414089068,NTAP
2019.0,Q2,1005284,2019-08-01,91750000,-0.2223764534622827,OLED
2019.0,Q2,1005757,2019-08-08,185166000,-0.1861105145907723,CSGS
2019.0,Q2,1007587,2019-08-02,22528000,-0.24924980300158747,KVHI
2019.0,Q2,1013462,2019-08-06,395586000,-0.10442130870159673,ANSS
2019.0,Q2,1013857,2019-08-07,280753000,-0.14900175057913545,PEGA
2019.0,Q2,1014473,2019-07-25,88923000,-0.22347395077740817,VRSN
2019.0,Q2,1015739,2019-08-02,11591000,-0.2534957627240944,AWRE
2019.0,Q2,1017303,2019-08-09,6982000,-0.2552850676853301,TACT
2019.0,Q2,1022652,2019-08-09,28773000,-0.24682537048197004,INSG
2019.0,Q2,1023731,2018-11-08,65541000,-0.2325513056490967,EGHT
2019.0,Q2,1032975,2018-10-25,226464000,-0.17007781415920128,LOGI
2019.0,Q2,1036262,2019-08-13,7456000,-0.25510105151010215,INTT
2019.0,Q2,1038074,2019-07-24,363096000,-0.1170345693200708,SLAB
2019.0,Q2,1039065,2019-01-28,84639000,-0.2251370843104812,OSIS
2019.0,Q2,1039280,2019-02-13,1732326,-0.2573230949652325,NTWK
2019.0,Q2,1039399,2019-08-06,117267000,-0.21247024936251038,FORM
2019.0,Q2,1040161,2019-08-12,36509000,-0.24382210227192033,PXLW
2019.0,Q2,1040470,2019-01-14,6223000,-0.2555797264975622,AEHR
2019.0,Q2,1040896,2019-08-09,4708981,-0.25616749861908644,IDN
2019.0,Q2,1043604,2019-08-07,1482600000,0.31757902610695893,JNPR
2019.0,Q2,1044777,2019-07-31,56278000,-0.23614738546162134,OSPN
2019.0,Q2,1047127,2019-08-01,231207000,-0.1682364877475847,AMKR
2019.0,Q2,1048695,2019-05-03,552667000,-0.04343935760247314,FFIV
2019.0,Q2,1049502,2019-08-07,230508000,-0.1685078533730791,MKSI
2019.0,Q2,1050446,2019-07-30,157467000,-0.1968638142482396,MSTR
